Sentence	Sentiment
I love all Harry Potter fandom.	1
It's uncomfortable and the sound quality is quite poor compared with the phone (Razr) or with my previous wired headset (that plugged into an LG).	0
Superb Phone on a Great Network.	1
I ’ m also a person who very much enjoys in-depth conversations, especially over subjects I'm interested and intrigued by, like Harry Potter.	1
Never heard of any of them except Cole who was totally unbelievable in the part.  	0
the story of Harry Potter is a deep and profound one, and I love Harry Potter.	1
My dad's being stupid about brokeback mountain...	0
da vinci code sucks...	0
I love its Harry Potter Hall ~ kaka..	1
Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.	1
Da Vinci Code sucks be...	0
I liked the first   Mission Impossible.	1
Performed awful -- muffled, tinny incoming sound and severe echo for those on the other end of the call.	0
DA VINCI CODE IS AWESOME!!	1
Overall, a delight!  	1
I love Harry Potter.	1
Try them in the airport to experience some tasty food and speedy, friendly service.	1
I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.	1
The roast beef sandwich tasted really good!	1
As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.	0
Love luv lubb the Da Vinci Code!	1
i love the mission impossible theme!	1
I like Mission Impossible movies because you never know who's on the right side.	1
mission impossible 2 rocks!!....	1
Love luv lubb the Da Vinci Code!	1
I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.	1
Funny, clever, hip - just like Pray's previous film, Hype!  	1
The Da Vinci Code is awesome..	1
good protection and does not make phone too bulky.	1
Lobster Bisque, Bussell Sprouts, Risotto, Filet ALL needed salt and pepper..and of course there is none at the tables.	0
da vinci code was an awesome movie...	1
i love mission impossible 1:	1
The steaks are all well trimmed and also perfectly cooked.	1
His use of the colours of the French flag in the three films was nothing short of incredible, every shot, every scene was like a work of art.  	1
Despite the pans of reviewers, I liked this movie.  	1
Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!	0
Cooked to perfection and the service was impeccable.	1
Unfortunately it will not recharge my iPhone 4s, despite connecting it from multiple power sources (iMac, external battery, wall outlet, etc).	0
The Da Vinci Code was awesome, I can't wait to read it...	1
I would recommend this.	1
I have to say that this film was excellently produced and tops the ratings as a typical sci fi film!  	1
da vinci code was an awesome movie...	1
So Brokeback Mountain was really depressing.	0
I am going to start reading the Harry Potter series again because that is one awesome story.	1
Great for the jawbone.	1
Da Vinci Code sucked..	0
Brokeback Mountain was boring.	0
Always knows what I want, not guy crazy, hates Harry Potter..	0
!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!	0
The Da Vinci Code was absolutely AWESOME!	1
I liked the first   Mission Impossible.	1
How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!	0
I love Harry Potter..	1
I, too, like Harry Potter..	1
To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.	0
The Da Vinci Code is awesome!!	1
I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...	0
Is it just me, or does Harry Potter suck?...	0
Yeah, the movie pretty much sucked.  	0
I LOVE THE MISSiON IMPOSSIBLE THEME!!	1
My point is, Harry Potter is evil...	0
Reading this review, you may draw the conclusion that I hate  The Da Vinci Code , which isn't true.	0
I didn't realize how wonderful the short really is until the last two scenes.  	1
As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.	0
da vinci code is awesome..	1
I love the Harry Potter series if you can count that as   a   book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...	1
da vinci code sucks...	0
I, too, like Harry Potter..	1
The Da Vinci Code was absolutely AWESOME!	1
I love The Da Vinci Code...	1
mission impossible III kinda sucked.	0
I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.	1
Brokeback Mountain was boring.	0
Brokeback Mountain is fucking horrible..	0
Much better than the other AYCE sushi place I went to in Vegas.	1
Brokeback Mountain was an AWESOME movie.	1
the people who are worth it know how much i love the da vinci code.	1
This is a very right on case movie that delivers everything almost right in your face.  	1
I just don't know how this place managed to served the blandest food I have ever eaten when they are preparing Indian cuisine.	0
I just love brokeback mountain....	1
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.	0
Brokeback Mountain was an AWESOME movie.	1
I'm not sure what he was trying to do with this film.  	0
Always knows what I want, not guy crazy, hates Harry Potter..	0
I hate Harry Potter.	0
Brokeback Mountain was so awesome.	1
Love luv lubb the Da Vinci Code!	1
Good prices.	1
The Da Vinci Code is awesome!!	1
the da vinci code sucked.	0
Oh oh oh and I loved The Da Vinci Code!	1
which is probably why I disliked Brokeback Mountain...	0
The Da Vinci Code sucked big time.	0
the last stand and Mission Impossible 3 both were awesome movies.	1
i love brokeback mountain..	1
the story of Harry Potter is a deep and profound one, and I love Harry Potter.	1
The film lacks any real scares or tension & some of the medical terminology used throughout is a bit iffy to say the least & I say that as an insulin dependant diabetic myself.  	0
So Brokeback Mountain was really depressing.	0
I am going to start reading the Harry Potter series again because that is one awesome story.	1
i liked the Da Vinci Code a lot.	1
Mission impossible 3 is awesome..	1
They do not last forever, but is not overly expensive to replace.Easy to operate and the sound is much better than others I have tried.	1
This film offers many delights and surprises.  	1
I love Harry Potter..	1
I loathe Harry Potter, Lord of the Rings and anything else of that nature...	0
Oh, and Brokeback Mountain is a TERRIBLE movie...	0
man i loved brokeback mountain!	1
Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.	0
Not a pleasant voyage of self-discovery.  	0
Is it just me, or does Harry Potter suck?...	0
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:	1
As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.	0
Da Vinci Code sucks.	0
I highly recommend this device to everyone!	1
Service is quick and friendly.	1
I, too, like Harry Potter..	1
Brokeback Mountain is awesome!.	1
The Da Vinci Code is awesome!!	1
Love the Harry Potter series though I try not to talk about it too much..	1
Light weight, I hardly notice it is there.	1
My father has the V265, and the battery is dying.	0
I heard Emma Watson might not be returning for the next Harry Potter film, which would really suck.	0
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!	0
The chefs were friendly and did a good job.	1
Brokeback Mountain was boring.	0
If you're not familiar, check it out.	1
Everything about it is fine and reasonable for the price i.e.	1
I love Da Vinci Code.	1
i love da vinci code....	1
Someone shouldve invented this sooner.	1
Is it just me, or does Harry Potter suck?...	0
i don't know if the fact that i did online quizzes or the fact that you don't like Harry Potter sucks more..	0
Kind of hard to mess up a steak but they did.	0
i thought that brokeback mountain was unbelievably beautiful!	1
No complaints!	1
DA VINCI CODE IS AWESOME!!	1
Sound quality on both end is excellent, I use headset to call my wife and ask my wife to use headset to call me !2.	1
I love Brokeback Mountain....	1
The Da Vinci Code is awesome..	1
I literally vomited while watching this film.  	0
Anyway, thats why I love   Brokeback Mountain.	1
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:	1
Awful.  	0
Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.	1
I would recommend saving room for this!	1
Brokeback Mountain was boring.	0
I like Steiners because it's dark and it feels like a bar.	1
As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.	0
About ten minutes into this film I started having second thoughts.  	0
This place is overpriced, not consistent with their boba, and it really is OVERPRICED!	0
The Da Vinci Code sucks.	0
This phone is pretty sturdy and I've never had any large problems with it.	1
da vinci code sucks...	0
I hate Harry Potter.	0
After some frenzied phone calls, Laura, Chris, Garrett and me all went to see Mission Impossible, which was excellent.	1
This is high adventure at its best.  	1
Oh, and Brokeback Mountain was a terrible movie.	0
So Brokeback Mountain was really depressing.	0
Sending it back.	0
Da Vinci Code sucked..	0
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:	1
